objectId,createdAt,updatedAt,ACL,Category,Year,Make,Model
EE7HeNXrMb,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Hatchback,2008,Toyota,Prius
PdmHwasJ88,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2009,Toyota,Tacoma Regular Cab
t4DPnILXrY,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2009,Toyota,Tacoma Access Cab
36FfGdrln6,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2008,Toyota,Tundra Regular Cab
AkLGkewTHl,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2009,Toyota,Tundra Regular Cab
n8r2hJvnTE,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2008,Toyota,Tacoma Access Cab
ZLFFFiD7em,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2009,Toyota,Tundra Double Cab
0Nt7wIpO12,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2008,Toyota,RAV4
eUKDzjjYyJ,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,"Hatchback, Sedan",2009,Toyota,Yaris
gdIpcHnCRJ,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Wagon,2009,Toyota,Matrix
hzcBKfnN1Z,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2008,Toyota,Highlander
6dWDig53KQ,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2008,Toyota,FJ Cruiser
M21IjOAnJz,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2008,Toyota,Avalon
oN0730hJmn,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2008,Toyota,Sequoia
nN0ZQ8wgCc,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2008,Toyota,Camry
F4OutuqxUs,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2007,Toyota,4Runner
MXIc9JE5jK,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2008,Toyota,Tacoma Regular Cab
Dhcgoxki0n,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2008,Toyota,Land Cruiser
5u3WFWStMQ,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Van/Minivan,2008,Toyota,Sienna
XemDlo7Tic,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2007,Toyota,Corolla
pzNFcWdQn8,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2007,Toyota,Highlander
DqHYmG7Oo8,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Wagon,2008,Toyota,Matrix
6w3KAneRrL,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Hatchback,2007,Toyota,Prius
nqo9AwWIrU,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2007,Toyota,FJ Cruiser
Eg8qMDhUxp,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2007,Toyota,Sequoia
djM8WLPJ9V,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2007,Toyota,Camry
k63QFnBAJT,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2007,Toyota,Avalon
AMbkOIbJx9,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,"Hatchback, Sedan",2008,Toyota,Yaris
1gwIjXvQhE,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2007,Toyota,Land Cruiser
eXoAOzspVh,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2008,Toyota,Tacoma Double Cab
77kHaiE6e2,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2008,Toyota,Tundra CrewMax
qrSi2RXIFH,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2008,Toyota,Tundra Double Cab
2EkHjPWa3m,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,"Coupe, Convertible",2008,Toyota,Solara
1QMbBATVKj,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2007,Toyota,RAV4
Wsn1utTFQe,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Wagon,2007,Toyota,Matrix
R5op3UpLtX,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Van/Minivan,2007,Toyota,Sienna
ePGlPNgQ9a,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,"Convertible, Coupe",2007,Toyota,Solara
lYY9RCpz1S,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2007,Toyota,Tacoma Access Cab
b9MuRQHwsq,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2006,Toyota,Corolla
aBEI7CHbue,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2007,Toyota,Tacoma Regular Cab
W2oOZ8yv3d,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2007,Toyota,Tundra Regular Cab
k2iGzwpOxv,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2007,Toyota,Tacoma Double Cab
vr7xax3SAB,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2006,Toyota,RAV4
2aUEaakRBL,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2006,Toyota,Highlander
dhOTWJShRN,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2007,Toyota,Tundra CrewMax
cXR6IE2bPc,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2006,Toyota,Avalon
qL0meyPhQF,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,"Hatchback, Sedan",2007,Toyota,Yaris
VXaejg084S,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2006,Toyota,Land Cruiser
FJbhA0Fp59,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2007,Toyota,Tundra Double Cab
5KKDFfAlFE,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2006,Toyota,Camry
nxcvmviFfG,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2006,Toyota,Sequoia
HW4qqZuDdK,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Van/Minivan,2006,Toyota,Sienna
hxtCm79j39,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2006,Toyota,4Runner
qZNqAFW0oi,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2006,Toyota,Tundra Access Cab
R3SEd7OBHD,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Wagon,2006,Toyota,Matrix
Ez8VfVAziQ,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Hatchback,2006,Toyota,Prius
D3xu9AfhH8,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2006,Toyota,Tacoma Regular Cab
90kAKPyZ49,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2006,Toyota,Tacoma Double Cab
ZLn9OCjJfv,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2006,Toyota,Tacoma Access Cab
sStz3WMUyt,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,"Coupe, Convertible",2006,Toyota,Solara
EvF8utxWOM,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2005,Toyota,Camry
bpm8nvJIuP,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2005,Toyota,4Runner
i0zPMz2t0W,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2005,Toyota,Avalon
Tb5QeoearV,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2006,Toyota,Tundra Double Cab
qGZyiPD9r6,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2005,Toyota,Echo
eE9ezcZWQj,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2005,Toyota,Land Cruiser
iqH44PQ2Xz,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2005,Toyota,Tundra Regular Cab
YD5kNUSnpX,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2005,Toyota,Sequoia
osWLZOSS7V,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2005,Toyota,Highlander
L1NNq2OQxa,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,"Coupe, Convertible",2005,Toyota,Solara
qQhADcMCfr,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2004,Toyota,Avalon
dECsP4pSok,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2004,Toyota,4Runner
CZMwAcVgck,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2006,Toyota,Tundra Regular Cab
wCNZW83cu5,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Wagon,2005,Toyota,Matrix
tG23gcxqIP,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Hatchback,2005,Toyota,Celica
9ZFEFqMkAA,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2005,Toyota,Tacoma Access Cab
ACTXFSwC1m,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2005,Toyota,Tacoma Double Cab
QnaFBYTUgW,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2004,Toyota,Corolla
Pea4kM46DK,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2004,Toyota,Tacoma Double Cab
1soPIMcrmy,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Hatchback,2005,Toyota,Prius
fwWWdEwuAm,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Van/Minivan,2005,Toyota,Sienna
Zncrqbj6Xs,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2005,Toyota,Corolla
vdK94BtJQg,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2004,Toyota,Echo
0NOznMgoQW,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2004,Toyota,RAV4
9EmCx0UmYD,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2005,Toyota,RAV4
icgYBv5tBp,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2005,Toyota,Tacoma Regular Cab
sFthK9ir6G,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2004,Toyota,Prius
JqDz2A7EdZ,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2004,Toyota,Camry
TEvvHGAlHQ,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Convertible,2005,Toyota,MR2
SVCH9wrUWt,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2004,Toyota,Highlander
qGgJGWePrZ,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2005,Toyota,Tundra Access Cab
f86ctZnLQf,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2005,Toyota,Tundra Double Cab
XFZ7DNBG7V,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Convertible,2004,Toyota,MR2
Tw5iFpT6KR,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Hatchback,2004,Toyota,Celica
PvO1rKfBiy,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2004,Toyota,Sequoia
8tE6aJggAf,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,"Coupe, Convertible",2004,Toyota,Solara
Cm8MEsoIyC,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Van/Minivan,2004,Toyota,Sienna
Czl5mCjIdY,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2004,Toyota,Tundra Regular Cab
LW4XwN7E64,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2004,Toyota,Tacoma Regular Cab
iCWFDgASyh,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Hatchback,2003,Toyota,Celica
Aw4cCTLnaW,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2004,Toyota,Tundra Double Cab
evP4df4Pjf,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2004,Toyota,Tacoma Xtracab
ZZlXZgqfvg,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2003,Toyota,4Runner
kPY5f4Y0Ni,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Wagon,2003,Toyota,Matrix
BlvEOqDKEI,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Van/Minivan,2003,Toyota,Sienna
axrbVUGWT0,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2003,Toyota,Echo
4Mo0tpdoVS,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2004,Toyota,Land Cruiser
8SRaB4YK1r,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2004,Toyota,Tundra Access Cab
WD9aWhNM53,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,"Hatchback, Wagon",2004,Toyota,Matrix
fYq6ZpZ7yI,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2003,Toyota,Corolla
wuaJ0K8n51,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Convertible,2003,Toyota,MR2
nLmQ7bl7V3,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2003,Toyota,Prius
sdZ5nxsAn4,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,"Coupe, Convertible",2003,Toyota,Solara
azuGEWFSeC,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2003,Toyota,Avalon
ilnHQ8WGNQ,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2003,Toyota,RAV4
TTbfZFnhe1,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2003,Toyota,Camry
L83eEVLuOe,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2003,Toyota,Sequoia
gvXLSOBGiU,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2003,Toyota,Tundra Access Cab
FIa3FG4tzs,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2002,Toyota,Corolla
xg8h7PMf97,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2003,Toyota,Land Cruiser
f2tP4NjbDD,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2003,Toyota,Tacoma Double Cab
KKIiSr4bXY,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2003,Toyota,Highlander
3iQ3r7hHEa,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2003,Toyota,Tundra Regular Cab
Ct07rvLaMy,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2002,Toyota,4Runner
aMKQMaWcIs,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Convertible,2002,Toyota,MR2
D0YWkvBAYu,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Hatchback,2002,Toyota,Celica
AIUN3B1sbq,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2002,Toyota,Prius
Q11XfAVCNO,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2002,Toyota,Camry
JlbvLeH5u9,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,SUV,2002,Toyota,RAV4
2Ol960HMod,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2003,Toyota,Tacoma Regular Cab
DHo9blDfzq,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,"Sedan, Coupe",2002,Toyota,Echo
6QxEEkcvWd,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Sedan,2002,Toyota,Avalon
cLZZrbPcFj,Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),Mon Jan 27 2020 14:19:03 GMT-0800 (Pacific Standard Time),null,Pickup,2003,Toyota,Tacoma Xtracab
